Time;Position; Rotation.X; Rotation.Y;FPS; Input;
58329.6935;(556.1926, 101.5139, -415.0226);65.1001;351.0001;29.8739;;
58329.7275;(556.4346, 101.5139, -414.9103);65.1001;351.0001;29.9441;;
58329.7605;(556.9188, 101.5139, -414.6857);65.1001;351.0001;29.9386;;
58329.7935;(557.4029, 101.5139, -414.4612);65.1001;351.0001;29.9680;;
58329.8275;(557.6450, 101.5139, -414.3489);65.1001;351.0001;29.9672;;
58329.8605;(558.1290, 101.5139, -414.1243);65.1001;351.0001;29.9393;;
58329.8935;(558.6131, 101.5139, -413.8997);65.1001;351.0001;29.9477;;
58329.9275;(558.8551, 101.5139, -413.7874);65.1001;351.0001;29.9574;;
58329.9605;(559.3391, 101.5139, -413.5627);65.1001;351.0001;29.9522;;
58329.9935;(559.8231, 101.5139, -413.3381);65.1001;351.0001;29.9530;;
58330.0275;(560.0651, 101.5139, -413.2258);65.1001;351.0001;29.9575;;
58330.0605;(560.5491, 101.5139, -413.0011);65.1001;351.0001;29.9546;;
58330.0935;(561.0331, 101.5139, -412.7764);65.1001;351.0001;29.9678;;
58330.1275;(561.2751, 101.5139, -412.6641);65.1001;351.0001;29.9797;;
58330.1605;(561.7592, 101.5139, -412.4394);65.1001;351.0001;29.9576;;
58330.1935;(562.2432, 101.5139, -412.2148);65.1001;351.0001;29.9550;;
58330.2305;(562.4852, 101.5139, -412.1024);65.1001;351.0001;29.9683;;
58330.2615;(562.9692, 101.5139, -411.8777);65.1001;351.0001;29.6460;;
58330.2945;(563.4532, 101.5139, -411.6531);65.1001;351.0001;29.9786;;
58330.3275;(563.6952, 101.5139, -411.5407);65.1001;351.0001;29.9892;;
58330.3605;(564.1792, 101.5139, -411.3161);65.1001;351.0001;30.0054;;
58330.3945;(564.6623, 101.5139, -411.0917);65.1001;351.0001;29.9981;;
58330.4275;(564.9035, 101.5139, -410.9796);65.1001;351.0001;30.0021;;
58330.4605;(565.3861, 101.5139, -410.7553);65.1001;351.0001;29.9805;;
58330.4945;(565.8690, 101.5139, -410.5310);65.1001;351.0001;29.9931;;
58330.5275;(566.1105, 101.5139, -410.4188);65.1001;351.0001;29.9824;;
58330.5605;(566.5937, 101.5139, -410.1944);65.1001;351.0001;29.9833;;
58330.5945;(567.0770, 101.5139, -409.9699);65.1001;351.0001;29.9872;;
58330.6275;(567.3187, 101.5139, -409.8577);65.1001;351.0001;29.9833;;
58330.6605;(567.8021, 101.5139, -409.6333);65.1001;351.0001;29.9794;;
58330.6945;(568.2857, 101.5139, -409.4089);65.1001;351.0001;29.9901;;
58330.7275;(568.5275, 101.5139, -409.2966);65.1001;351.0001;29.9984;;
58330.7615;(569.0112, 101.5139, -409.0721);65.1001;351.0001;29.9743;;
58330.7945;(569.4950, 101.5139, -408.8476);65.1001;351.0001;29.9833;;
58330.8285;(569.7369, 101.5139, -408.7354);65.1001;351.0001;29.9655;;
58330.8615;(570.2208, 101.5139, -408.5108);65.1001;351.0001;29.9610;;
58330.8945;(570.7047, 101.5139, -408.2862);65.1001;351.0001;29.9641;;
58330.9285;(570.9466, 101.5139, -408.1739);65.1001;351.0001;29.9862;;
58330.9615;(571.4305, 101.5139, -407.9493);65.1001;351.0001;29.9729;;
58330.9945;(571.9144, 101.5139, -407.7247);65.1001;351.0001;29.9521;;
58331.0275;(572.1563, 101.5139, -407.6124);65.1001;351.0001;29.9858;;
58331.0615;(572.6401, 101.5139, -407.3880);65.1001;351.0001;29.9931;;
58331.0945;(573.1237, 101.5139, -407.1639);65.1001;351.0001;29.9751;;
58331.1285;(573.3655, 101.5139, -407.0518);65.1001;351.0001;29.9792;;
58331.1615;(573.8492, 101.5139, -406.8275);65.1001;351.0001;29.9754;;
58331.1945;(574.3331, 101.5139, -406.6032);64.8001;350.3001;29.9483;;
58331.2285;(574.5746, 101.5139, -406.4898);64.7001;350.0001;29.9694;;
58331.2616;(575.0572, 101.5139, -406.2621);64.7001;349.9001;29.9513;;
58331.2946;(575.5397, 101.5139, -406.0344);64.7001;349.9001;29.9774;;
58331.3286;(575.7810, 101.5139, -405.9205);64.7001;349.9001;29.9848;;
58331.3616;(576.2635, 101.5139, -405.6927);64.7001;349.9001;29.9771;;
58331.3956;(576.7461, 101.5139, -405.4648);64.7001;349.9001;29.9830;;
58331.4286;(576.9873, 101.5139, -405.3509);64.7001;350.0001;29.9774;;
58331.4626;(577.4698, 101.5139, -405.1230);64.7001;350.0001;29.9800;;
58331.4956;(577.9522, 101.5139, -404.8950);64.7001;350.0001;29.9508;;
58331.5286;(578.1934, 101.5139, -404.7810);64.7001;350.0001;29.9531;;
58331.5616;(578.6758, 101.5139, -404.5531);64.7001;350.0001;29.9862;;
58331.5956;(579.1583, 101.5139, -404.3251);64.7001;350.0001;29.9747;;
58331.6286;(579.3995, 101.5139, -404.2111);64.7001;350.0001;29.9745;;
58331.6626;(579.8819, 101.5139, -403.9831);64.7001;350.0001;29.9803;;
58331.6956;(580.3643, 101.5139, -403.7551);64.7001;350.0001;29.9737;;
58331.7286;(580.6055, 101.5139, -403.6411);64.7001;350.0001;29.9809;;
58331.7616;(581.0882, 101.5139, -403.4132);64.7001;350.0001;29.9850;;
58331.7956;(581.5710, 101.5139, -403.1854);64.7001;350.0001;29.9884;;
58331.8286;(581.8124, 101.5139, -403.0715);64.7001;350.0001;29.9672;;
58331.8626;(582.2950, 101.5139, -402.8436);64.7001;350.0001;29.9779;;
58331.8956;(582.7777, 101.5139, -402.6157);64.7001;350.0001;29.9763;;
58331.9286;(583.0188, 101.5139, -402.5020);64.7001;350.0001;29.9830;;
58331.9626;(583.5010, 101.5139, -402.2747);64.7001;350.0001;29.9831;;
58331.9956;(583.9832, 101.5139, -402.0471);64.7001;350.0001;29.9726;;
58332.0296;(584.2244, 101.5139, -401.9333);64.8001;350.1001;29.9684;;
58332.0626;(584.7070, 101.5139, -401.7065);65.0001;350.1001;29.9613;;
58332.0966;(585.1906, 101.5139, -401.4813);65.2001;350.2001;29.9521;;
58332.1296;(585.4327, 101.5139, -401.3695);66.3001;350.3001;29.9295;;
58332.1626;(585.9212, 101.5139, -401.1552);67.0001;350.4001;29.9335;;
58332.1956;(586.4123, 101.5139, -400.9469);67.5001;350.5001;29.9414;;
58332.2296;(586.6588, 101.5139, -400.8449);68.3001;350.7001;29.9664;;
58332.2636;(587.1545, 101.5139, -400.6477);68.8001;350.9001;29.9448;;
58332.2966;(587.6519, 101.5139, -400.4548);69.0001;351.1001;29.9342;;
58332.3296;(587.9010, 101.5139, -400.3592);69.5001;351.3001;29.9623;;
58332.3626;(588.4008, 101.5139, -400.1724);70.4001;351.7001;29.9756;;
58332.3966;(588.9030, 101.5139, -399.9940);71.5001;352.0001;29.9620;;
58332.4296;(589.1558, 101.5139, -399.9095);71.7001;352.1001;29.9823;;
58332.4626;(589.6621, 101.5139, -399.7424);71.7001;352.1001;29.9785;;
58332.4956;(590.1685, 101.5139, -399.5752);71.7001;352.1001;29.9864;;
58332.5296;(590.4216, 101.5139, -399.4915);71.7001;352.1001;30.0112;;
58332.5626;(590.9281, 101.5139, -399.3242);71.7001;352.1001;29.9955;;
58332.5956;(591.4346, 101.5139, -399.1568);71.7001;352.1001;29.9877;;
58332.6296;(591.6878, 101.5139, -399.0731);71.7001;352.1001;30.0110;;
58332.6626;(592.1943, 101.5139, -398.9057);71.7001;352.1001;30.0071;;
58332.6956;(592.7008, 101.5139, -398.7383);71.7001;352.1001;30.0035;;
58332.7296;(592.9541, 101.5139, -398.6545);71.6001;352.1001;30.0005;;
58332.7626;(593.4603, 101.5139, -398.4862);71.6001;352.0001;29.9929;;
58332.7966;(593.9658, 101.5139, -398.3180);71.5001;352.0001;29.9938;;
58332.8296;(594.2180, 101.5139, -398.2336);71.5001;352.0001;29.9744;;
58332.8626;(594.7227, 101.5139, -398.0646);71.5001;352.0001;29.9776;;
58332.8966;(595.2277, 101.5139, -397.8955);71.5001;352.0001;29.9886;;
58332.9296;(595.4802, 101.5139, -397.8110);71.5001;352.0001;29.9873;;
58332.9626;(595.9852, 101.5139, -397.6422);71.5001;352.0001;29.9903;;
58332.9966;(596.4902, 101.5139, -397.4735);71.5001;352.0001;29.9826;;
58333.0297;(596.7427, 101.5139, -397.3892);71.5001;352.0001;29.9862;;
58333.0637;(597.2480, 101.5139, -397.2203);71.5001;351.9001;29.9731;;
58333.0967;(597.7535, 101.5139, -397.0514);71.5001;351.9001;29.9516;;
58333.1297;(598.0063, 101.5139, -396.9669);71.5001;351.9001;29.9840;;
58333.1637;(598.5120, 101.5139, -396.7979);71.5001;351.9001;29.9885;;
58333.1967;(599.0178, 101.5139, -396.6288);71.5001;351.9001;29.9635;;
58333.2307;(599.5236, 101.5139, -396.4597);71.5001;351.9001;29.9785;;
58333.2637;(599.7765, 101.5139, -396.3752);71.5001;351.9001;29.9368;;
58333.2967;(600.2823, 101.5139, -396.2060);71.5001;351.9001;29.9783;;
58333.3297;(600.7882, 101.5139, -396.0368);71.5001;351.9001;29.9917;;
58333.3637;(601.0412, 101.5139, -395.9521);71.5001;351.9001;29.9903;;
58333.3967;(601.5472, 101.5139, -395.7829);71.5001;351.9001;29.9900;;
58333.4297;(602.0532, 101.5139, -395.6136);71.5001;351.9001;29.9844;;
58333.4637;(602.3062, 101.5139, -395.5290);71.5001;351.9001;29.9835;;
58333.4967;(602.8121, 101.5139, -395.3598);71.5001;351.9001;29.9580;;
58333.5297;(603.3181, 101.5139, -395.1905);71.5001;351.9001;29.9626;;
58333.5637;(603.5711, 101.5139, -395.1058);71.5001;351.9001;29.9861;;
58333.5967;(604.0771, 101.5139, -394.9365);71.5001;351.9001;29.9703;;
58333.6307;(604.5831, 101.5139, -394.7672);71.5001;351.9001;29.9736;;
58333.6637;(604.8361, 101.5139, -394.6826);71.5001;351.9001;29.9584;;
58333.6967;(605.3420, 101.5139, -394.5132);71.5001;351.9001;30.0068;;
58333.7307;(605.8480, 101.5139, -394.3439);71.5001;351.9001;29.9838;;
58333.7637;(606.1010, 101.5139, -394.2593);71.5001;351.9001;29.9855;;
58333.7977;(606.6070, 101.5139, -394.0900);71.5001;351.9001;29.9559;;
58333.8307;(607.1130, 101.5139, -393.9207);71.5001;351.9001;29.9444;;
58333.8637;(607.3660, 101.5139, -393.8360);71.5001;351.9001;29.9222;;
58333.8977;(607.8719, 101.5139, -393.6667);71.5001;351.9001;29.9481;;
58333.9307;(608.3780, 101.5139, -393.4974);71.5001;351.9001;29.9570;;
58333.9637;(608.6310, 101.5139, -393.4127);71.5001;351.9001;29.9728;;
58333.9977;(609.1371, 101.5139, -393.2434);71.5001;351.9001;29.9830;;
58334.0307;(609.6431, 101.5139, -393.0741);71.5001;351.9001;29.9846;;
58334.0647;(609.8961, 101.5139, -392.9894);71.5001;351.9001;29.9729;;
58334.0977;(610.4022, 101.5139, -392.8201);71.5001;351.9001;29.9632;;
58334.1307;(610.9082, 101.5139, -392.6508);71.5001;351.9001;29.9807;;
58334.1637;(611.1613, 101.5139, -392.5662);71.5001;351.9001;29.9773;;
58334.1977;(611.6673, 101.5139, -392.3969);71.8001;352.0001;29.9697;;
58334.2317;(612.1743, 101.5139, -392.2302);73.4001;352.3001;29.9455;;
58334.2647;(612.4301, 101.5139, -392.1540);75.2001;352.4001;29.9223;;
58334.2977;(612.9461, 101.5139, -392.0177);76.0001;352.5001;29.9335;;
58334.3317;(613.4640, 101.5139, -391.8886);76.3001;352.6001;29.9546;;
58334.3647;(613.7233, 101.5139, -391.8254);76.9001;352.8001;29.9609;;
58334.3977;(614.2430, 101.5139, -391.7045);78.9001;353.1001;29.9517;;
58334.4317;(614.7667, 101.5139, -391.6018);79.9001;353.2001;29.9706;;
58334.4647;(615.0294, 101.5139, -391.5550);81.0001;353.5001;29.9659;;
58334.4977;(615.5565, 101.5139, -391.4716);82.2001;354.0001;29.9639;;
58334.5307;(616.0852, 101.5139, -391.3992);82.4001;354.1001;29.9779;;
58334.5647;(616.3497, 101.5139, -391.3639);82.4001;354.1001;29.9999;;
58334.5977;(616.8786, 101.5139, -391.2934);82.5001;354.1001;30.0011;;
58334.6317;(617.4070, 101.5139, -391.2238);82.5001;354.1001;29.9717;;
58334.6647;(617.6709, 101.5139, -391.1890);82.6001;354.1001;29.9848;;
58334.6977;(618.1990, 101.5139, -391.1204);82.6001;354.1001;30.0050;;
58334.7307;(618.7274, 101.5139, -391.0518);82.6001;354.1001;29.9952;;
58334.7648;(618.9916, 101.5139, -391.0174);82.6001;354.1001;29.9942;;
58334.7978;(619.5202, 101.5139, -390.9488);82.6001;354.1001;29.9938;;
58334.8318;(620.0489, 101.5139, -390.8801);82.6001;354.1001;29.9901;;
58334.8648;(620.3132, 101.5139, -390.8458);82.6001;354.1001;29.9723;;
58334.8978;(620.8420, 101.5139, -390.7771);82.6001;354.1001;29.9772;;
58334.9318;(621.3708, 101.5139, -390.7084);82.6001;354.1001;29.9881;;
58334.9648;(621.6353, 101.5139, -390.6741);82.6001;354.1001;29.9774;;
58334.9988;(622.1642, 101.5139, -390.6053);82.6001;354.1001;29.9802;;
58335.0318;(622.6931, 101.5139, -390.5366);82.6001;354.1001;29.9694;;
58335.0648;(622.9576, 101.5139, -390.5023);82.6001;354.1001;29.9768;;
58335.0988;(623.4867, 101.5139, -390.4335);82.6001;354.1001;29.9721;;
58335.1318;(624.0156, 101.5139, -390.3651);82.6001;354.1001;29.9740;;
58335.1648;(624.2799, 101.5139, -390.3309);82.6001;354.1001;29.9793;;
58335.1988;(624.8087, 101.5139, -390.2625);82.6001;354.1001;29.9905;;
58335.2318;(625.3376, 101.5139, -390.1940);82.6001;354.1001;29.9834;;
58335.2648;(625.6021, 101.5139, -390.1597);82.6001;354.1001;29.9627;;
58335.2988;(626.1310, 101.5139, -390.0912);82.6001;354.1001;29.9826;;
58335.3318;(626.6600, 101.5139, -390.0226);82.6001;354.1001;29.9700;;
58335.3658;(626.9245, 101.5139, -389.9883);82.6001;354.1001;29.9870;;
58335.3988;(627.4536, 101.5139, -389.9196);82.6001;354.1001;29.9618;;
58335.4318;(627.9826, 101.5139, -389.8510);82.6001;354.1001;29.9776;;
58335.4658;(628.2471, 101.5139, -389.8167);82.6001;354.1001;29.9577;;
58335.4988;(628.7762, 101.5139, -389.7480);82.6001;354.1001;29.9718;;
58335.5318;(629.3053, 101.5139, -389.6793);82.6001;354.1001;29.9568;;
58335.5658;(629.5699, 101.5139, -389.6450);82.6001;354.1001;29.9671;;
58335.5988;(630.0991, 101.5139, -389.5763);82.6001;354.1001;29.9732;;
58335.6328;(630.6282, 101.5139, -389.5076);82.6001;354.1001;29.9775;;
58335.6658;(630.8928, 101.5139, -389.4732);82.6001;354.1001;29.9585;;
58335.6988;(631.4220, 101.5139, -389.4045);82.6001;354.1001;29.9724;;
58335.7328;(631.9512, 101.5139, -389.3358);82.6001;354.1001;29.9782;;
58335.7658;(632.2158, 101.5139, -389.3014);82.6001;354.1001;29.9729;;
58335.7988;(632.7449, 101.5139, -389.2327);82.6001;354.1001;29.9847;;
58335.8318;(633.2741, 101.5139, -389.1639);82.6001;354.1001;29.9872;;
58335.8648;(633.5388, 101.5139, -389.1296);82.6001;354.1001;30.0028;;
58335.8978;(634.0682, 101.5139, -389.0609);82.6001;354.1001;30.0507;;
58335.9318;(634.5977, 101.5139, -388.9922);82.5001;354.1001;30.0480;;
58335.9658;(634.8622, 101.5139, -388.9574);82.4001;353.9001;29.9625;;
58335.9988;(635.3913, 101.5139, -388.8868);82.2001;353.8001;29.9357;;
58336.0328;(635.9201, 101.5139, -388.8145);81.3001;353.2001;29.9497;;
58336.0658;(636.1839, 101.5139, -388.7741);80.3001;352.8001;29.9630;;
58336.0998;(636.7100, 101.5139, -388.6842);79.4001;352.6001;29.9260;;
58336.1328;(637.2346, 101.5139, -388.5861);78.6001;352.4001;29.9466;;
58336.1668;(637.4962, 101.5139, -388.5333);78.0001;352.3001;29.9194;;
58336.1998;(638.0181, 101.5139, -388.4224);77.4001;352.3001;29.9389;;
58336.2328;(638.5389, 101.5139, -388.3060);77.0001;352.2001;29.9531;;
58336.2668;(638.7990, 101.5139, -388.2459);76.7001;352.2001;29.9448;;
58336.2988;(639.3182, 101.5139, -388.1232);76.6001;352.2001;29.9569;;
58336.3328;(639.8374, 101.5139, -387.9995);76.1001;352.3001;30.0005;;
58336.3658;(640.0964, 101.5139, -387.9355);75.0001;352.5001;29.9554;;
58336.3998;(640.6119, 101.5139, -387.7973);74.7001;352.6001;29.9872;;
58336.4328;(641.1268, 101.5139, -387.6565);74.6001;352.7001;29.9592;;
58336.4668;(641.3840, 101.5139, -387.5857);74.3001;352.8001;29.9626;;
58336.4998;(641.8978, 101.5139, -387.4413);73.7001;353.0001;29.9570;;
58336.5329;(642.4100, 101.5139, -387.2915);72.9001;353.2001;29.9681;;
58336.5669;(642.6651, 101.5139, -387.2130);72.0001;353.4001;29.9812;;
58336.5999;(643.1727, 101.5139, -387.0481);70.6001;353.7001;29.9617;;
58336.6329;(643.6761, 101.5139, -386.8709);69.8001;353.9001;29.9597;;
58336.6669;(643.9265, 101.5139, -386.7787);69.3001;354.0001;29.9666;;
58336.6999;(644.4257, 101.5139, -386.5901);69.0001;354.1001;29.9892;;
58336.7329;(644.9239, 101.5139, -386.3989);68.1001;354.2001;29.9777;;
58336.7669;(645.1714, 101.5139, -386.2994);68.0001;354.2001;29.9816;;
58336.7999;(645.6662, 101.5139, -386.0995);68.0001;354.2001;29.9988;;
58336.8339;(646.1609, 101.5139, -385.8996);67.9001;354.2001;29.9793;;
58336.8669;(646.4081, 101.5139, -385.7993);67.8001;354.2001;29.9406;;
58336.9009;(646.9022, 101.5139, -385.5977);67.4001;354.2001;29.9684;;
58336.9339;(647.3949, 101.5139, -385.3926);66.7001;354.2001;29.9465;;
58336.9669;(647.6400, 101.5139, -385.2870);66.4001;354.2001;29.9633;;
58336.9999;(648.1290, 101.5139, -385.0734);66.3001;354.2001;29.9410;;
58337.0339;(648.6176, 101.5139, -384.8589);66.3001;354.2001;29.9738;;
58337.0669;(648.8619, 101.5139, -384.7517);66.3001;354.2001;29.9724;;
58337.1009;(649.3506, 101.5139, -384.5372);65.9001;354.2001;30.0027;;
58337.1339;(649.8374, 101.5139, -384.3195);64.7001;354.3001;29.9155;;
58337.1669;(650.0785, 101.5139, -384.2055);63.7001;354.3001;29.9226;;
58337.1999;(650.5566, 101.5139, -383.9691);63.0001;354.3001;29.9580;;
58337.2359;(651.0320, 101.5139, -383.7269);62.7001;354.3001;29.9928;;
58337.2669;(651.2690, 101.5139, -383.6046);62.0001;354.3001;29.8180;;
58337.3009;(651.7401, 101.5139, -383.3541);61.6001;354.3001;30.0133;;
58337.3339;(652.2094, 101.5139, -383.1003);61.3001;354.3001;29.9737;;
58337.3679;(652.4433, 101.5139, -382.9723);61.1001;354.3001;29.9633;;
58337.4009;(652.9102, 101.5139, -382.7147);60.8001;354.3001;29.9503;;
58337.4339;(653.3758, 101.5139, -382.4545);60.7001;354.3001;29.9643;;
58337.4679;(653.6084, 101.5139, -382.3240);60.7001;354.3001;29.9831;;
58337.5009;(654.0736, 101.5139, -382.0630);60.7001;354.3001;29.9838;;
58337.5339;(654.5388, 101.5139, -381.8020);60.7001;354.3001;29.9862;;
58337.5679;(654.7714, 101.5139, -381.6715);60.7001;354.3001;29.9913;;
58337.6009;(655.2367, 101.5139, -381.4104);60.7001;354.4001;29.9497;;
58337.6339;(655.7006, 101.5139, -381.1499);60.7001;354.4001;29.9839;;
58337.6679;(655.9327, 101.5139, -381.0196);60.7001;354.4001;29.9986;;
58337.7009;(656.3970, 101.5139, -380.7589);60.7001;354.4001;29.9823;;
58337.7349;(656.8615, 101.5139, -380.4982);61.8001;354.8001;29.9758;;
58337.7679;(657.0963, 101.5139, -380.3723);63.3001;355.4001;29.9482;;
58337.8019;(657.5724, 101.5139, -380.1328);64.3001;355.9001;29.9415;;
58337.8349;(658.0527, 101.5139, -379.9016);64.6001;356.7001;29.9493;;
58337.8679;(658.2935, 101.5139, -379.7872);64.8001;357.7001;29.9615;;
58337.9009;(658.7759, 101.5139, -379.5602);64.8001;358.9001;29.9880;;
58337.9349;(659.2584, 101.5139, -379.3330);64.7001;359.2001;29.9802;;
58337.9679;(659.4995, 101.5139, -379.2191);64.7001;359.3001;29.9888;;
58338.0019;(659.9817, 101.5139, -378.9911);64.7001;359.3001;30.0069;;
58338.0339;(660.4640, 101.5139, -378.7631);64.7001;359.3001;29.9643;;
58338.0679;(660.7051, 101.5139, -378.6491);64.7001;359.3001;30.0247;;
58338.1009;(661.1874, 101.5139, -378.4212);64.7001;359.3001;30.0279;;
58338.1339;(661.6697, 101.5139, -378.1931);64.7001;359.3001;30.0143;;
58338.1679;(661.9105, 101.5139, -378.0794);64.7001;359.3001;30.0046;;
58338.2019;(662.3167, 101.5139, -377.8875);64.4001;359.5001;29.9818;;
58338.2359;(662.6376, 101.5139, -377.7338);63.1001;0.0001;29.9638;;
58338.3460;(662.7701, 101.5139, -377.6666);61.9001;0.7001;29.8706;;
58338.3850;(663.2896, 101.5139, -377.3893);56.9001;3.5001;26.4364;;
58338.4180;(663.3833, 101.5139, -377.3282);54.9001;3.9001;26.9448;;
58338.4520;(663.4509, 101.5139, -377.2808);54.1001;4.4001;27.1989;;
58338.4850;(663.4769, 101.5139, -377.2620);51.9001;5.6001;27.4526;;
58338.5190;(663.5152, 101.5139, -377.2319);49.2001;7.2001;27.6771;;
58338.5520;(663.5286, 101.5139, -377.2204);46.7001;8.5001;27.8752;;
58338.5860;(663.5286, 101.5139, -377.2204);43.9001;9.4001;28.1016;;
58338.6190;(663.5286, 101.5139, -377.2204);40.1001;10.4001;28.2331;;
58338.6520;(663.5286, 101.5139, -377.2204);36.9001;11.4001;28.4340;;
58338.6860;(663.5286, 101.5139, -377.2204);32.8001;12.7001;28.5731;;
58338.7190;(663.5286, 101.5139, -377.2204);28.7001;14.1001;28.6995;;
58338.7520;(663.5286, 101.5139, -377.2204);23.7001;15.4001;28.8352;;
58338.7860;(663.5286, 101.5139, -377.2204);17.8001;16.3001;28.9510;;
58338.8490;(663.5286, 101.5139, -377.2204);10.4001;16.9001;29.0043;;
58338.8880;(663.5286, 101.5139, -377.2204);351.3001;17.3001;26.8083;;
58338.9240;(663.5286, 101.5139, -377.2204);339.5001;17.1001;26.6397;;
58338.9720;(663.5286, 101.5139, -377.2204);328.8001;15.9001;26.7478;;
58339.0500;(663.5286, 101.5139, -377.2204);316.0001;13.8001;26.0362;;
58339.1420;(663.5286, 101.5139, -377.2204);300.2001;12.9001;23.6464;;
58339.2360;(663.5286, 101.5139, -377.2204);282.2001;13.8001;21.1376;;
58339.3110;(663.5286, 101.5139, -377.2204);263.3001;13.3001;19.2529;;
58339.3870;(663.5286, 101.5139, -377.2204);246.2001;12.5001;18.4044;;
58339.4480;(663.5286, 101.5139, -377.2204);238.8001;12.1001;17.7232;;
58339.5170;(663.5286, 101.5139, -377.2204);233.5001;11.9001;17.5822;;
58339.5720;(663.5286, 101.5139, -377.2204);227.2001;12.8001;17.2153;;
58339.6240;(663.5286, 101.5139, -377.2204);221.8001;14.2001;17.2847;;
58339.6690;(663.5286, 101.5139, -377.2204);219.8001;14.7001;17.4737;;
58339.7080;(663.5286, 101.5139, -377.2204);219.5001;14.6001;17.8457;;
58339.7440;(663.5286, 101.5139, -377.2204);219.5001;14.5001;18.3980;;
58339.7800;(663.5286, 101.5139, -377.2204);219.5001;14.4001;19.0578;;
58339.8150;(663.5286, 101.5139, -377.2204);219.5001;14.3001;19.6655;;
58339.8540;(663.5286, 101.5139, -377.2204);219.5001;14.3001;20.3070;;
58339.8880;(663.4794, 101.5139, -377.2801);220.3001;13.9001;20.7178;;
58339.9230;(663.3733, 101.5139, -377.4052);222.7001;12.9001;21.3490;;
58339.9590;(663.2144, 101.5139, -377.5774);223.5001;12.8001;21.9227;;
58340.0011;(663.0140, 101.5139, -377.7886);224.0001;12.8001;22.3586;;
58340.0441;(662.7797, 101.5139, -378.0312);225.2001;12.7001;22.5273;;
58340.0901;(662.5140, 101.5139, -378.2950);228.0001;12.4001;22.5701;;
58340.1351;(662.2132, 101.5139, -378.5659);229.5001;12.2001;22.5031;;
58340.1831;(661.8868, 101.5139, -378.8447);229.6001;12.2001;22.4516;;
58340.2521;(661.3691, 101.5139, -379.2853);229.6001;12.1001;22.3090;;
58340.3031;(660.8265, 101.5139, -379.7470);229.7001;12.1001;21.1671;;
58340.3541;(660.2649, 101.5139, -380.2233);228.7001;11.7001;20.9899;;
58340.4051;(659.8886, 101.5139, -380.5539);227.4001;11.3001;20.8620;;
58340.4531;(659.3273, 101.5139, -381.0701);224.5001;11.0001;20.7114;;
58340.4981;(658.9669, 101.5139, -381.4369);222.2001;11.1001;20.7549;;
58340.5421;(658.4442, 101.5139, -382.0133);221.7001;11.1001;20.8879;;
58340.5841;(658.0968, 101.5139, -382.4032);221.4001;11.0001;21.0366;;
58340.6251;(657.7501, 101.5139, -382.7965);221.2001;11.0001;21.2840;;
58340.6641;(657.4035, 101.5139, -383.1924);220.8001;11.0001;21.5785;;
58340.7041;(657.0588, 101.5139, -383.5917);220.4001;11.1001;21.9047;;
58340.7421;(656.7161, 101.5139, -383.9944);220.0001;11.2001;22.1846;;
58340.7811;(656.3756, 101.5139, -384.4001);220.0001;11.3001;22.5085;;
58340.8191;(656.0347, 101.5139, -384.8064);219.9001;11.3001;22.8121;;
58340.8561;(655.6940, 101.5139, -385.2138);219.9001;11.3001;23.1107;;
58340.8941;(655.5236, 101.5139, -385.4176);219.9001;11.3001;23.4446;;
58340.9311;(655.1825, 101.5139, -385.8255);219.9001;11.3001;23.7384;;
58340.9681;(654.8412, 101.5139, -386.2337);219.9001;11.3001;24.0144;;
58341.0051;(654.4997, 101.5139, -386.6421);219.9001;11.3001;24.2823;;
58341.0421;(654.1581, 101.5139, -387.0507);219.9001;11.3001;24.5031;;
58341.0791;(653.8163, 101.5139, -387.4594);219.9001;11.3001;24.7559;;
58341.1161;(653.4744, 101.5139, -387.8683);219.9001;11.3001;24.9585;;
58341.1551;(653.3035, 101.5139, -388.0728);219.9001;11.3001;25.1501;;
58341.1911;(652.9615, 101.5139, -388.4818);219.9001;11.3001;25.1896;;
58341.2331;(652.6194, 101.5139, -388.8908);219.9001;11.3001;25.4738;;
58341.2721;(652.2774, 101.5139, -389.3000);219.9001;11.3001;25.2546;;
58341.3081;(651.9352, 101.5139, -389.7093);219.9001;11.4001;25.2900;;
58341.3451;(651.5931, 101.5139, -390.1186);220.0001;11.4001;25.5598;;
58341.3831;(651.2502, 101.5139, -390.5273);220.0001;11.4001;25.6933;;
58341.4191;(650.9073, 101.5139, -390.9360);220.0001;11.4001;25.7742;;
58341.4571;(650.5643, 101.5139, -391.3448);220.0001;11.4001;25.8918;;
58341.4941;(650.2214, 101.5139, -391.7535);220.0001;11.4001;25.9797;;
58341.5311;(650.0499, 101.5139, -391.9579);220.0001;11.5001;26.0790;;
58341.5681;(649.7068, 101.5139, -392.3667);220.1001;11.6001;26.1625;;
58341.6061;(649.3632, 101.5139, -392.7748);220.3001;11.6001;26.2336;;
58341.6431;(649.0178, 101.5139, -393.1823);220.9001;11.5001;26.2483;;
58341.6811;(648.6680, 101.5139, -393.5859);221.0001;11.4001;26.3085;;
58341.7211;(648.3176, 101.5139, -393.9889);222.1001;11.1001;26.3095;;
58341.7632;(647.9596, 101.5139, -394.3850);227.3001;9.9001;26.2014;;
58341.8092;(647.5672, 101.5139, -394.7470);234.5001;8.5001;25.9133;;
58341.8602;(647.1326, 101.5139, -395.0570);241.8001;7.3001;25.4399;;
58341.9212;(646.4268, 101.5139, -395.4353);254.9001;6.2001;24.7110;;
